Dateikommentar: 			
Zeit in s	Kraft Fx in N	Kraft Fy in N	Kraft Fz in N
25.3640012	73.44	46.92	152.64
25.37400121	69.84	41.94	139.44
25.38400121	65.58	36.36	123.84
25.39400121	70.38	42.06	139.2
25.40400121	73.62	46.98	152.88
25.41400121	69.54	41.64	138
25.42400121	65.28	36.3	123.36
25.43400121	70.44	42.42	139.92
25.44400121	73.5	46.92	152.64
25.45400121	69.48	41.22	137.52
25.46400121	65.76	36.42	124.08
25.47400121	71.04	42.96	141.84
25.48400121	73.62	46.86	152.88
25.49400121	69.06	40.86	136.08
25.50400121	65.58	36.42	123.84
25.51400121	70.86	43.14	141.6
25.52400121	73.08	46.62	151.68
25.53400121	68.64	40.38	134.88
25.54400121	65.94	36.6	124.56
25.55400121	71.94	43.92	144.48
25.56400121	73.56	46.74	152.88
25.57400121	68.58	40.08	134.4
25.58400122	65.88	36.72	124.56
25.59400122	71.58	44.04	144.24
25.60400122	72.78	46.26	150.48
25.61400122	67.92	39.54	132.24
25.62400122	66.06	36.9	125.28
25.63400122	72.18	44.58	145.92
25.64400122	73.26	46.32	151.44
25.65400122	67.98	39.3	132
25.66400122	66.18	37.08	125.76
25.67400122	72.18	44.7	146.16
25.68400122	72.6	45.96	149.76
25.69400122	67.26	38.76	130.32
25.70400122	66.3	37.32	126
25.71400122	72.54	45.18	147.36
25.72400122	72.72	45.78	149.76
25.73400122	67.32	38.58	129.84
25.74400122	66.96	37.74	127.44
25.75400122	72.84	45.54	148.32
25.76400122	72.48	45.54	148.8
25.77400122	66.84	38.16	128.4
25.78400122	66.96	37.98	127.68
25.79400123	72.78	45.72	148.8
25.80400123	72.3	45.24	148.08
25.81400123	66.6	37.86	127.68
25.82400123	67.38	38.4	128.88
25.83400123	73.08	46.02	149.76
25.84400123	72.12	44.88	147.36
25.85400123	66.36	37.56	127.2
25.86400123	67.62	38.7	130.08
25.87400123	73.32	46.32	150.48
25.88400123	71.82	44.58	146.16
25.89400123	66.12	37.32	126.24
25.90400123	67.86	39.12	131.04
25.91400123	73.08	46.26	150.96
25.92400123	71.52	44.22	145.68
25.93400123	65.88	37.08	126
25.94400123	68.34	39.54	132.24
25.95400123	73.38	46.56	151.44
25.96400123	71.34	43.98	144.48
25.97400123	65.7	36.84	125.04
25.98400123	68.52	39.84	132.72
25.99400123	73.32	46.62	151.44
26.00400124	70.98	43.56	143.52
26.01400124	65.7	36.78	125.04
26.02400124	69.24	40.44	134.88
26.03400124	73.62	46.86	152.64
26.04400124	70.86	43.26	142.8
26.05400124	65.34	36.54	123.84
26.06400124	69.12	40.68	135.12
26.07400124	73.2	46.68	151.68
26.08400124	70.2	42.66	140.88
26.09400124	65.34	36.42	123.84
26.10400124	69.72	41.28	137.04
26.11400124	73.68	46.92	153.12
26.12400124	70.26	42.36	140.64
26.13400124	65.58	36.42	124.08
26.14400124	70.2	41.82	138.24
26.15400124	73.38	46.86	152.4
26.16400124	69.66	41.88	138.72
26.17400124	65.4	36.36	123.6
26.18400124	70.5	42.24	139.44
26.19400124	73.44	46.8	152.4
26.20400124	69.42	41.46	137.76
26.21400125	65.28	36.3	123.6
26.22400125	70.62	42.6	140.4
26.23400125	73.14	46.68	151.92
26.24400125	68.94	40.92	136.08
26.25400125	65.22	36.3	123.6
26.26400125	70.86	43.02	141.6
26.27400125	73.2	46.74	152.4
26.28400125	68.88	40.68	135.84
26.29400125	65.7	36.54	124.32
26.30400125	71.58	43.62	143.04
26.31400125	73.26	46.62	151.68
26.32400125	68.58	40.26	134.4
26.33400125	65.64	36.54	124.08
26.34400125	71.52	43.8	143.52
26.35400125	73.14	46.5	151.68
26.36400125	68.34	39.9	133.44
26.37400125	65.82	36.72	124.8
26.38400125	72	44.28	144.96
26.39400125	73.02	46.26	150.96
26.40400125	67.98	39.54	132.48
26.41400125	66.18	37.02	125.52
26.42400126	72.3	44.58	145.68
26.43400126	72.96	46.14	150.48
26.44400126	67.44	39	130.8
26.45400126	66	37.08	125.28
26.46400126	72.18	44.76	146.4
26.47400126	72.54	45.78	149.76
26.48400126	67.2	38.76	130.32
26.49400126	66.42	37.38	126.72
26.50400126	72.42	45.12	147.6
26.51400126	72.54	45.66	149.52
26.52400126	66.9	38.34	129.12
26.53400126	66.78	37.74	126.96
26.54400126	72.66	45.48	148.08
26.55400126	72.24	45.3	148.08
26.56400126	66.66	38.04	128.4
26.57400126	67.26	38.1	128.4
26.58400126	73.02	45.78	149.28
26.59400126	72	45	147.6
26.60400126	66.3	37.74	127.2
26.61400126	67.2	38.34	128.64
26.62400126	72.78	45.84	149.04
26.63400127	71.7	44.76	146.64
26.64400127	66.24	37.5	126.72
26.65400127	67.8	38.82	130.32
26.66400127	73.26	46.2	150.72
26.67400127	71.82	44.52	146.4
26.68400127	66.12	37.26	126
26.69400127	68.1	39.18	130.8
26.70400127	73.14	46.32	150.24
26.71400127	71.28	44.1	144.72
26.72400127	65.76	36.96	125.28
26.73400127	68.46	39.6	132.48
26.74400127	73.62	46.62	151.68
26.75400127	71.46	43.86	144.48
26.76400127	65.88	36.9	125.28
26.77400127	68.7	40.02	133.44
26.78400127	73.32	46.62	151.68
26.79400127	70.74	43.32	142.8
26.80400127	65.4	36.54	124.32
26.81400127	69.12	40.44	134.4
26.82400127	73.44	46.68	152.16
26.83400127	70.62	42.96	142.08
26.84400128	65.34	36.42	123.84
26.85400128	69.36	40.86	135.6
26.86400128	73.5	46.8	152.16
26.87400128	70.38	42.6	141.12
26.88400128	65.34	36.36	123.84
26.89400128	69.84	41.34	137.28
26.90400128	73.56	46.8	152.4
26.91400128	69.96	42.12	139.68
26.92400128	65.22	36.24	123.36
26.93400128	69.96	41.7	138
26.94400128	73.38	46.74	152.16
26.95400128	69.66	41.76	138.72
26.96400128	65.16	36.24	123.36
26.97400128	70.5	42.24	139.68
26.98400128	73.44	46.8	152.64
26.99400128	69.42	41.34	137.76
27.00400128	65.34	36.3	123.6
27.01400128	70.62	42.54	140.4
27.02400128	73.14	46.56	151.92
27.03400128	68.94	40.86	136.32
27.04400128	65.46	36.36	124.08
27.05400128	71.22	43.2	142.32
27.06400129	73.44	46.8	152.4
27.07400129	68.58	40.44	135.12
27.08400129	65.4	36.42	123.84
27.09400129	71.34	43.5	142.8
27.10400129	73.26	46.56	152.16
27.11400129	68.34	40.14	134.4
27.12400129	65.58	36.54	124.32
27.13400129	71.4	43.74	143.76
27.14400129	72.96	46.32	151.2
27.15400129	67.98	39.66	132.96
27.16400129	65.88	36.72	124.56
27.17400129	71.7	44.16	144.72
27.18400129	72.6	46.02	150.48
27.19400129	67.5	39.18	131.76
27.20400129	65.94	36.96	125.52
27.21400129	72.24	44.7	146.4
27.22400129	72.84	46.02	150.48
27.23400129	67.32	38.88	130.8
27.24400129	66.06	37.14	125.52
27.25400129	72.24	44.94	146.88
27.26400129	72.36	45.66	149.28
27.2740013	67.02	38.52	129.84
27.2840013	66.54	37.44	126.72
27.2940013	72.48	45.18	147.84
27.3040013	72.18	45.36	148.8
27.3140013	66.66	38.1	128.88
27.3240013	66.66	37.68	127.44
27.3340013	72.54	45.42	148.56
27.3440013	72.12	45.06	148.08
27.3540013	66.18	37.74	127.68
27.3640013	66.84	38.04	127.92
27.3740013	72.84	45.78	149.04
27.3840013	72.12	44.94	147.6
27.3940013	66.42	37.56	127.2
27.4040013	67.5	38.46	129.36
27.4140013	73.08	46.02	150
27.4240013	71.76	44.52	146.64
27.4340013	66.12	37.32	126.48
27.4440013	67.74	38.82	130.56
27.4540013	73.02	46.14	150.48
27.4640013	71.4	44.16	145.44
27.4740013	65.82	37.02	125.52
27.48400131	68.1	39.18	131.28
27.49400131	73.14	46.26	150.96
27.50400131	71.04	43.74	144.48
27.51400131	65.76	36.72	125.04
27.52400131	68.64	39.66	132.72
27.53400131	73.44	46.56	151.68
27.54400131	70.98	43.5	143.52
27.55400131	65.52	36.54	124.32
27.56400131	68.64	39.96	133.44
27.57400131	73.14	46.5	151.68
27.58400131	70.56	43.08	142.8
27.59400131	65.28	36.36	124.08
27.60400131	69	40.44	134.88
27.61400131	73.2	46.62	151.92
27.62400131	70.14	42.66	141.12
27.63400131	64.92	36.18	123.12
27.64400131	69.06	40.86	135.36
27.65400131	73.08	46.62	151.68
27.66400131	70.02	42.3	140.4
27.67400131	65.52	36.36	124.08
27.68400131	70.2	41.46	137.76
27.69400132	73.5	46.8	152.88
27.70400132	69.72	41.88	139.44
27.71400132	65.1	36.12	123.12
27.72400132	69.78	41.64	137.76
27.73400132	72.84	46.5	151.44
27.74400132	69.18	41.4	137.52
27.75400132	65.16	36.18	123.36
27.76400132	70.5	42.3	139.92
27.77400132	73.5	46.8	152.88
27.78400132	69.24	41.16	137.52
27.79400132	65.4	36.3	124.08
27.80400132	70.74	42.66	140.88
27.81400132	73.02	46.56	151.68
27.82400132	68.58	40.56	135.6
27.83400132	65.4	36.24	123.36
27.84400132	71.16	43.14	142.08
27.85400132	73.26	46.56	151.92
27.86400132	68.64	40.38	135.12
27.87400132	65.52	36.42	124.08
27.88400132	71.4	43.5	143.04
27.89400132	73.02	46.38	151.44
27.90400133	68.16	39.84	133.68
27.91400133	65.64	36.54	124.56
27.92400133	71.7	43.92	144.24
27.93400133	72.72	46.14	150.72
27.94400133	67.68	39.48	132.48
27.95400133	65.88	36.72	125.04
27.96400133	71.94	44.28	145.2
27.97400133	72.9	46.08	150.48
27.98400133	67.56	39.12	131.52
27.99400133	66.06	37.02	125.28
28.00400133	72.18	44.64	145.92
28.01400133	72.48	45.72	149.52
28.02400133	67.2	38.76	130.56
28.03400133	66.3	37.2	126
28.04400133	72.42	45	147.36
28.05400133	72.54	45.66	149.76
28.06400133	67.02	38.4	129.84
28.07400133	66.72	37.5	127.2
28.08400133	72.6	45.3	148.08
28.09400133	72.12	45.24	148.32
28.10400133	66.48	37.92	128.16
28.11400134	66.84	37.8	127.44
28.12400134	72.9	45.66	148.8
28.13400134	72.12	45.12	148.08
28.14400134	66.48	37.8	128.16
28.15400134	67.14	38.16	128.88
28.16400134	72.78	45.78	149.76
28.17400134	71.88	44.82	147.36
28.18400134	66.18	37.44	126.96
28.19400134	67.44	38.52	129.6
28.20400134	72.9	46.02	149.76
28.21400134	71.34	44.34	145.92
28.22400134	65.76	37.08	125.76
28.23400134	67.68	38.82	130.32
28.24400134	72.84	46.14	150.48
28.25400134	71.16	43.98	144.96
28.26400134	65.52	36.84	125.28
28.27400134	67.98	39.24	131.52
28.28400134	72.96	46.32	150.96
28.29400134	70.92	43.74	144.24
28.30400134	65.52	36.72	124.8
28.31400134	68.34	39.66	132.72
28.32400135	73.08	46.38	151.2
28.33400135	70.86	43.32	143.28
28.34400135	65.46	36.54	124.56
28.35400135	68.88	40.26	134.16
28.36400135	73.26	46.68	151.92
28.37400135	70.56	43.02	142.32
28.38400135	65.16	36.42	123.84
28.39400135	68.94	40.56	134.88
28.40400135	73.2	46.68	151.92
28.41400135	70.26	42.6	141.12
28.42400135	65.22	36.3	123.6
28.43400135	69.24	40.92	135.84
28.44400135	72.78	46.44	151.2
28.45400135	69.42	41.94	139.44
28.46400135	64.98	36.18	123.36
28.47400135	69.6	41.4	137.04
28.48400135	72.9	46.56	151.44
28.49400135	69.18	41.64	138.24
28.50400135	64.92	36.12	122.88
28.51400135	70.02	41.82	138.48
28.52400135	73.26	46.74	152.4
28.53400136	69.42	41.4	138.24
28.54400136	65.22	36.18	123.6
28.55400136	70.2	42.24	139.68
28.56400136	72.84	46.5	151.68
28.57400136	68.76	40.86	136.08
28.58400136	65.34	36.24	123.12
28.59400136	70.8	42.78	140.64
28.60400136	73.08	46.5	151.68
28.61400136	68.64	40.56	135.6
28.62400136	65.58	36.42	124.08
28.63400136	71.28	43.2	142.56
28.64400136	72.96	46.32	151.44
28.65400136	68.16	40.08	133.92
28.66400136	65.34	36.48	123.6
28.67400136	71.28	43.56	142.56
28.68400136	72.78	46.2	150.72
28.69400136	67.92	39.72	133.2
28.70400136	65.88	36.66	124.8
28.71400136	71.76	44.04	144.72
28.72400136	72.78	46.08	150.96
28.73400136	67.56	39.3	132.24
28.74400137	65.64	36.72	124.8
28.75400137	71.58	44.28	144.96
28.76400137	72.36	45.78	149.52
28.77400137	67.14	38.88	130.56
28.78400137	66.06	37.02	125.04
28.79400137	71.94	44.64	146.16
28.80400137	72.72	45.72	149.76
28.81400137	67.32	38.64	130.32
28.82400137	66.54	37.26	126.48
28.83400137	72.18	44.82	146.88
28.84400137	72.12	45.24	148.32
28.85400137	66.42	38.1	128.64
28.86400137	66.48	37.5	126.72
28.87400137	72.42	45.18	147.6
28.88400137	71.94	45.06	148.08
28.89400137	66.3	37.86	128.16
28.90400137	66.72	37.8	127.68
28.91400137	72.48	45.42	148.56
28.92400137	71.52	44.64	146.88
28.93400137	65.88	37.5	126.96
28.94400137	66.96	38.16	128.16
28.95400138	72.48	45.66	148.8
28.96400138	71.46	44.52	146.4
28.97400138	65.94	37.32	126.48
28.98400138	67.5	38.52	129.6
28.99400138	72.54	45.78	149.76
29.00400138	71.1	44.1	145.68
29.01400138	65.46	36.84	125.28
29.02400138	67.5	38.76	130.32
29.03400138	72.6	46.02	150
29.04400138	70.86	43.74	144.24
29.05400138	65.4	36.72	124.56
29.06400138	67.92	39.24	131.28
29.07400138	72.6	46.02	150.48
29.08400138	70.5	43.38	143.52
29.09400138	65.4	36.6	124.8
29.10400138	68.28	39.66	132.72
29.11400138	72.6	46.08	150.48
29.12400138	70.2	42.96	142.08
29.13400138	65.04	36.36	123.6
29.14400138	68.58	40.14	133.68
29.15400138	73.02	46.44	151.44
29.16400139	70.2	42.72	141.6
29.17400139	65.22	36.3	123.84
29.18400139	69.3	40.68	135.36
29.19400139	73.26	46.56	151.92
29.20400139	69.84	42.3	140.64
29.21400139	65.16	36.24	123.6
29.22400139	69.54	41.1	136.56
29.23400139	73.02	46.56	151.92
29.24400139	69.54	41.94	139.2
29.25400139	65.28	36.18	123.36
29.26400139	69.9	41.52	137.52
29.27400139	73.02	46.5	151.68
29.28400139	69.24	41.46	138
29.29400139	65.04	36	122.88
29.30400139	69.9	41.82	138.48
29.31400139	72.84	46.38	151.68
29.32400139	68.94	41.04	137.04
29.33400139	65.22	36.12	123.36
29.34400139	70.44	42.36	139.92
29.35400139	72.9	46.44	151.68
29.36400139	68.7	40.62	135.84
29.3740014	65.34	36.12	123.36
29.3840014	70.92	42.84	141.36
29.3940014	72.9	46.38	151.44
29.4040014	68.34	40.26	134.88
29.4140014	65.22	36.18	123.12
29.4240014	70.86	43.02	141.84
29.4340014	72.6	46.14	150.96
29.4440014	67.92	39.78	133.44
29.4540014	65.34	36.36	123.84
29.4640014	71.16	43.5	143.04
29.4740014	72.54	46.02	150.48
29.4840014	67.68	39.48	132.72
29.4940014	65.58	36.54	124.32
29.5040014	71.58	43.92	144.24
29.5140014	72.66	45.96	150.24
29.5240014	67.32	39.06	131.28
29.5340014	65.64	36.66	124.56
29.5440014	71.82	44.28	145.2
29.5540014	72.66	45.78	150
29.5640014	67.32	38.76	130.56
29.5740014	66.12	37.02	125.76
29.58400141	72.12	44.64	146.16
29.59400141	72.3	45.48	149.04
29.60400141	66.84	38.34	129.36
29.61400141	66.24	37.2	126
29.62400141	71.88	44.76	146.64
29.63400141	71.7	45.06	147.84
29.64400141	66.36	37.98	128.4
29.65400141	66.42	37.5	126.96
29.66400141	72.3	45.24	148.08
29.67400141	71.94	45	147.84
29.68400141	66.3	37.62	127.68
29.69400141	66.78	37.86	127.68
29.70400141	72.66	45.6	149.04
29.71400141	71.82	44.7	147.12
29.72400141	66	37.32	126.72
29.73400141	67.08	38.22	128.88
29.74400141	72.78	45.78	149.52
29.75400141	71.7	44.46	146.16
29.76400141	65.82	37.08	125.76
29.77400141	67.44	38.64	129.84
29.78400141	72.84	45.96	150.24
29.79400142	71.4	44.1	145.44
29.80400142	65.64	36.9	125.52
29.81400142	67.86	39.06	130.8
29.82400142	72.96	46.08	150.48
29.83400142	71.04	43.68	144.48
29.84400142	65.52	36.6	125.04
29.85400142	67.98	39.3	132
29.86400142	72.66	46.08	150.48
29.87400142	70.44	43.2	142.8
29.88400142	65.28	36.42	124.32
29.89400142	68.4	39.78	133.2
29.90400142	73.08	46.44	151.68
29.91400142	70.62	43.08	142.8
29.92400142	65.16	36.3	123.84
29.93400142	68.7	40.14	134.16
29.94400142	72.9	46.38	151.44
29.95400142	69.96	42.54	141.12
29.96400142	64.98	36.12	123.36
29.97400142	69.12	40.68	135.36
29.98400142	72.96	46.44	151.44
29.99400142	69.72	42.06	139.92
30.00400143	65.04	36.06	123.36
30.01400143	69.42	41.16	137.04
30.02400143	72.96	46.44	152.16
30.03400143	69.48	41.7	139.2
30.04400143	64.98	36.06	123.12
30.05400143	69.9	41.58	137.52
30.06400143	73.02	46.44	151.44
30.07400143	69.12	41.34	137.52
30.08400143	64.56	35.82	121.44
30.09400143	67.98	40.98	132.24
30.10400143	67.5	43.92	134.88
30.11400143	58.74	36.42	108.72
30.12400143	48.6	28.86	81.12
30.13400143	44.64	29.94	72.48
30.14400143	35.58	27.06	55.44
30.15400143	18.06	14.28	22.8
30.16400143	4.14	3.3	0.48
30.17400143	0.12	0	-5.76
30.18400143	-0.66	-0.66	-6.96
30.19400143	-0.78	-0.72	-7.44
30.20400143	-0.9	-0.78	-7.44
30.21400144	-0.96	-0.84	-7.44
30.22400144	-0.84	-0.78	-7.44
30.23400144	-0.84	-0.78	-7.44
30.24400144	-0.9	-0.84	-7.44
30.25400144	-0.9	-0.84	-7.44
30.26400144	-0.9	-0.84	-7.44
30.27400144	-0.84	-0.84	-7.44
30.28400144	-0.96	-0.9	-7.68
30.29400144	-1.02	-0.96	-7.68
30.30400144	-0.9	-0.96	-7.44
30.31400144	-0.9	-0.96	-7.44
30.32400144	-0.96	-1.02	-7.44
30.33400144	-0.96	-1.02	-7.44
30.34400144	-0.9	-1.08	-7.68
30.35400144	-0.9	-1.02	-7.44
30.36400144	-1.02	-1.08	-7.68
30.37400144	-1.02	-1.14	-7.44
30.38400144	-0.96	-1.14	-7.44
30.39400144	-0.96	-1.14	-7.68
30.40400144	-1.02	-1.2	-7.68
30.41400144	-1.02	-1.2	-7.68
30.42400145	-0.96	-1.2	-7.68
30.43400145	-0.9	-1.14	-7.44
30.44400145	-0.96	-1.14	-7.68
30.45400145	-0.96	-1.14	-7.68
30.46400145	-0.84	-1.08	-7.68
30.47400145	-0.78	-1.02	-7.68
30.48400145	-0.84	-1.02	-7.68
30.49400145	-0.84	-1.02	-7.68
30.50400145	-0.78	-1.02	-7.68
30.51400145	-0.72	-0.9	-7.44
30.52400145	-0.72	-0.96	-7.68
30.53400145	-0.78	-0.96	-7.68
30.54400145	-0.72	-0.9	-7.68
30.55400145	-0.66	-0.84	-7.68
30.56400145	-0.6	-0.84	-7.44
30.57400145	-0.66	-0.84	-7.68
30.58400145	-0.66	-0.84	-7.44
30.59400145	-0.6	-0.78	-7.68
30.60400145	-0.6	-0.78	-7.44
30.61400145	-0.6	-0.78	-7.68
30.62400145	-0.66	-0.84	-7.68
30.63400146	-0.6	-0.78	-7.68
30.64400146	-0.6	-0.78	-7.44
30.65400146	-0.54	-0.78	-7.68
30.66400146	-0.6	-0.84	-7.68
30.67400146	-0.66	-0.84	-7.68
30.68400146	-0.6	-0.84	-7.68
30.69400146	-0.6	-0.84	-7.68
30.70400146	-0.6	-0.78	-7.68
30.71400146	-0.66	-0.84	-7.68
30.72400146	-0.6	-0.84	-7.68
30.73400146	-0.54	-0.84	-7.68
30.74400146	-0.6	-0.78	-7.68
30.75400146	-0.6	-0.84	-7.68
30.76400146	-0.66	-0.84	-7.68
30.77400146	-0.6	-0.78	-7.68
30.78400146	-0.54	-0.84	-7.68
30.79400146	-0.6	-0.84	-7.68
30.80400146	-0.66	-0.84	-7.68
30.81400146	-0.66	-0.84	-7.68
30.82400146	-0.6	-0.84	-7.68
30.83400146	-0.6	-0.84	-7.68
30.84400147	-0.6	-0.84	-7.68
30.85400147	-0.6	-0.84	-7.68
30.86400147	-0.66	-0.84	-7.68
30.87400147	-0.6	-0.84	-7.68
30.88400147	-0.6	-0.78	-7.44
30.89400147	-0.6	-0.84	-7.68
30.90400147	-0.6	-0.84	-7.68
30.91400147	-0.66	-0.84	-7.44
30.92400147	-0.6	-0.84	-7.68
30.93400147	-0.6	-0.78	-7.68
30.94400147	-0.6	-0.78	-7.68
30.95400147	-0.66	-0.84	-7.68
30.96400147	-0.66	-0.78	-7.68
30.97400147	-0.6	-0.84	-7.68
30.98400147	-0.6	-0.84	-7.44
30.99400147	-0.6	-0.78	-7.68
31.00400147	-0.6	-0.84	-7.68
31.01400147	-0.66	-0.84	-7.68
31.02400147	-0.6	-0.78	-7.68
31.03400147	-0.6	-0.84	-7.68
31.04400147	-0.6	-0.84	-7.68
31.05400147	-0.6	-0.84	-7.68
31.06400148	-0.66	-0.84	-7.68
31.07400148	-0.6	-0.84	-7.68
31.08400148	-0.6	-0.84	-7.68
31.09400148	-0.54	-0.78	-7.44
31.10400148	-0.6	-0.84	-7.68
31.11400148	-0.6	-0.84	-7.68
31.12400148	-0.66	-0.78	-7.68
31.13400148	-0.6	-0.84	-7.68
31.14400148	-0.66	-0.84	-7.68
31.15400148	-0.6	-0.78	-7.68
31.16400148	-0.66	-0.78	-7.68
31.17400148	-0.6	-0.84	-7.68
31.18400148	-0.66	-0.84	-7.68
31.19400148	-0.6	-0.84	-7.68
31.20400148	-0.6	-0.84	-7.68
31.21400148	-0.6	-0.84	-7.68
31.22400148	-0.6	-0.84	-7.68
31.23400148	-0.6	-0.84	-7.68
31.24400148	-0.66	-0.84	-7.68
31.25400148	-0.6	-0.78	-7.68
31.26400148	-0.66	-0.84	-7.68
31.27400149	-0.6	-0.84	-7.68
31.28400149	-0.6	-0.84	-7.68
31.29400149	-0.6	-0.84	-7.68
31.30400149	-0.66	-0.84	-7.68
31.31400149	-0.6	-0.84	-7.68
31.32400149	-0.6	-0.84	-7.68
31.33400149	-0.6	-0.84	-7.44
31.34400149	-0.6	-0.84	-7.68
31.35400149	-0.6	-0.84	-7.68
31.36400149	-0.6	-0.84	-7.68
31.37400149	-0.6	-0.84	-7.68
31.38400149	-0.6	-0.84	-7.68
31.39400149	-0.6	-0.84	-7.68
31.40400149	-0.66	-0.84	-7.68
31.41400149	-0.6	-0.84	-7.44
31.42400149	-0.6	-0.84	-7.44
31.43400149	-0.6	-0.84	-7.68
31.44400149	-0.6	-0.78	-7.68
31.45400149	-0.6	-0.78	-7.68
31.46400149	-0.54	-0.72	-7.68
31.47400149	-0.54	-0.72	-7.68
31.4840015	-0.48	-0.66	-7.44
31.4940015	-0.48	-0.66	-7.68
31.5040015	-0.48	-0.66	-7.68
31.5140015	-0.48	-0.6	-7.68
31.5240015	-0.48	-0.6	-7.68
31.5340015	-0.42	-0.6	-7.68
31.5440015	-0.36	-0.54	-7.68
31.5540015	-0.36	-0.54	-7.68
31.5640015	-0.36	-0.48	-7.68
31.5740015	-0.36	-0.48	-7.68
31.5840015	-0.3	-0.48	-7.68
31.5940015	-0.3	-0.42	-7.68
31.6040015	-0.3	-0.42	-7.68
31.6140015	-0.3	-0.42	-7.68
31.6240015	-0.3	-0.42	-7.68
31.6340015	-0.3	-0.42	-7.44
31.6440015	-0.36	-0.48	-7.44
31.6540015	-0.36	-0.48	-7.68
31.6640015	-0.36	-0.54	-7.68
31.6740015	-0.36	-0.54	-7.68
31.6840015	-0.42	-0.54	-7.68
31.69400151	-0.42	-0.6	-7.68
31.70400151	-0.48	-0.6	-7.68
31.71400151	-0.48	-0.66	-7.68
31.72400151	-0.48	-0.66	-7.68
31.73400151	-0.48	-0.72	-7.68
31.74400151	-0.54	-0.72	-7.68
31.75400151	-0.54	-0.72	-7.68
31.76400151	-0.6	-0.78	-7.68
31.77400151	-0.6	-0.78	-7.68
31.78400151	-0.6	-0.84	-7.68
31.79400151	-0.6	-0.84	-7.68
31.80400151	-0.6	-0.84	-7.68
31.81400151	-0.66	-0.78	-7.68
31.82400151	-0.66	-0.84	-7.68
31.83400151	-0.6	-0.78	-7.68
31.84400151	-0.6	-0.84	-7.68
31.85400151	-0.66	-0.84	-7.92
31.86400151	-0.54	-0.84	-7.92
31.87400151	-0.54	-0.84	-8.16
31.88400151	-0.54	-0.84	-8.4
31.89400151	-0.48	-0.9	-8.64
31.90400152	-0.48	-0.84	-8.64
31.91400152	-0.48	-0.9	-8.88
31.92400152	-0.48	-0.84	-8.88
31.93400152	-0.42	-0.9	-8.88
31.94400152	-0.42	-0.9	-8.88
31.95400152	-0.42	-0.9	-9.12
31.96400152	-0.42	-0.9	-9.12
31.97400152	-0.42	-0.9	-9.12
31.98400152	-0.42	-0.9	-9.12
31.99400152	-0.36	-0.9	-9.12
32.00400152	-0.36	-0.9	-9.12
32.01400152	-0.36	-0.9	-9.12
32.02400152	-0.36	-0.9	-9.12
32.03400152	-0.36	-0.9	-9.12
32.04400152	-0.36	-0.9	-9.12
32.05400152	-0.36	-0.9	-9.36
32.06400152	-0.36	-0.9	-9.12
32.07400152	-0.36	-0.9	-9.36
32.08400152	-0.36	-0.9	-9.36
32.09400152	-0.36	-0.9	-9.36
32.10400152	-0.36	-0.9	-9.36
32.11400153	-0.36	-0.9	-9.36
32.12400153	-0.36	-0.9	-9.36
32.13400153	-0.36	-0.9	-9.36
32.14400153	-0.36	-0.9	-9.36
32.15400153	-0.36	-0.84	-9.36
32.16400153	-0.36	-0.9	-9.36
32.17400153	-0.36	-0.9	-9.36
32.18400153	-0.36	-0.84	-9.36
32.19400153	-0.36	-0.9	-9.36
32.20400153	-0.36	-0.84	-9.36
32.21400153	-0.36	-0.84	-9.36
32.22400153	-0.36	-0.84	-9.36
32.23400153	-0.36	-0.84	-9.36
32.24400153	-0.36	-0.84	-9.36
32.25400153	-0.36	-0.84	-9.36
32.26400153	-0.36	-0.84	-9.36
32.27400153	-0.36	-0.84	-9.36
32.28400153	-0.36	-0.84	-9.36
32.29400153	-0.36	-0.84	-9.36
32.30400153	-0.36	-0.84	-9.36
32.31400153	-0.36	-0.84	-9.36
32.32400154	-0.36	-0.84	-9.36
32.33400154	-0.36	-0.84	-9.36
32.34400154	-0.36	-0.84	-9.36
32.35400154	-0.36	-0.84	-9.36
32.36400154	-0.36	-0.84	-9.36
32.37400154	-0.36	-0.84	-9.36
32.38400154	-0.36	-0.84	-9.36
32.39400154	-0.36	-0.84	-9.36
32.40400154	-0.36	-0.84	-9.36
32.41400154	-0.36	-0.84	-9.36
32.42400154	-0.36	-0.84	-9.36
32.43400154	-0.36	-0.84	-9.36
32.44400154	-0.36	-0.84	-9.36
32.45400154	-0.36	-0.84	-9.36
32.46400154	-0.36	-0.84	-9.36
32.47400154	-0.36	-0.84	-9.36
32.48400154	-0.36	-0.84	-9.36
32.49400154	-0.36	-0.78	-9.36
32.50400154	-0.36	-0.84	-9.36
32.51400154	-0.36	-0.78	-9.36
32.52400154	-0.36	-0.78	-9.36
32.53400155	-0.36	-0.78	-9.36
32.54400155	-0.36	-0.78	-9.36
32.55400155	-0.36	-0.84	-9.36
32.56400155	-0.36	-0.78	-9.36
32.57400155	-0.36	-0.78	-9.36
32.58400155	-0.36	-0.84	-9.36
32.59400155	-0.36	-0.78	-9.36
32.60400155	-0.36	-0.84	-9.36
32.61400155	-0.36	-0.78	-9.36
32.62400155	-0.36	-0.78	-9.36
32.63400155	-0.36	-0.84	-9.36
32.64400155	-0.36	-0.78	-9.36
32.65400155	-0.36	-0.84	-9.36
32.66400155	-0.36	-0.78	-9.36
32.67400155	-0.36	-0.78	-9.36
32.68400155	-0.36	-0.84	-9.36
32.69400155	-0.36	-0.78	-9.36
32.70400155	-0.36	-0.84	-9.36
